year,no,instruction,input,result,isAnswerable,isMultipleChoice,isSingleChoiceSolution,note
2021,1,พิจารณาสายใยอาหาร ข้อใดกล่าวไม่ถูกต้อง,(1) หนอน กระต่าย และกวาง เป็นผู้บริโภคอันดับที่ 1 และมีจุลินทรีย์เป็นผู้ย่อยสลายในห่วงโซ่อาหาร (2) ไก่ป่า สุนัขจิ้งจอก และกวาง เป็นผู้บริโภคอันดับที่ 2 และมีจุดินทรีย์เป็นผู้ย่อยสลายอินทรียสาร (3) สุนัขจิ้งจอก เป็นทั้งผู้บริโภคอันดับที่ 2 และผู้บริโภคอันดับที่ 3 มีจุลินทรีย์เป็นผู้ย่อยสลายอินทรียสาร (4) สายใยอาหารประกอบด้วย 5 ห่วงโซ่อาหาร และมีจุลินทรีย์เป็นผู้ย่อยสลายอินทรียสาร,(2) ไก่ป่า สุนัขจิ้งจอก และกวาง เป็นผู้บริโภคอันดับที่ 2 และมีจุดินทรีย์เป็นผู้ย่อยสลายอินทรียสาร,TRUE,TRUE,TRUE,
2021,2,เมื่อนำเซลล์ของสิ่งมีชีวิต A มาแช่ในบีกเกอร์ที่ 1 ซึ่งมีการละลายน้ำตาลซูโกรส ที่มีความเข้มขันร้อยละ 5 และนำเซลล์ของสิ่งมีชีวิต A มาแช่ในบีกเกอร์ที่ 2 ซึ่งมีการละลายน้ำตาลซูโครสที่มีความข้มขันร้อยละ 30 เมื่อวลาผ่านไป 10 นาที นำเซถล์จากทั้ง 2 บีกเกอร์มาส่องดูการเปลี่ยนแปลงภายใต้กล้องจุลทรรศน์ ข้อใดกล่าวได้ถูกต้อง,(1) เซลล์ที่แช่อยู่ในบีกเกอร์ที่ 1 มีขนาดใหญ่กว่าเซลล์ในบีกเกอร์ที่ 2 (2) เซลล์ที่แช่อยู่ในบีกเกอร์ที่ 1 มีขนาดเล็กกว่าเซลล์ในบีกเกอร์ที่ 2 (3) เซลล์ที่แช่อยู่ในบีกเกอร์ที่ 1 มีขนาดท่าเดิมในขณะที่เซลล์ในบีกเกอร์ที่ 2 มีขนาดเพิ่มขึ้น (4) เซลล์ที่แช่อยู่ในบีกเกอร์ที่ 1 และ 2 มีขนาดเท่าเดิม,(1) เซลล์ที่แช่อยู่ในบีกเกอร์ที่ 1 มีขนาดใหญ่กว่าเซลล์ในบีกเกอร์ที่ 2,TRUE,TRUE,TRUE,
2021,3,การทดลองนำต้นไทรเกาหลีที่มีอายุ ความสูงและจำนวนใบเท่ากัน มาทำการทดลองในแต่ละชุดการทดกองจำนวน 5 ต้น เพื่อดีกษาปัจจัยที่มีต่อการสังเกราะห์ด้วยแสงของพืชได้ข้อมูลดังนี้ จากผลการทดลองนี้ ข้อใดสรุปผลได้ถูกต้องที่สุด,(1) พืชในการทูดลอง A เกิดการสังเคราะห์ด้วยแสงมากกว่าพืชในการทดลอง B (2) ระยะเวลาที่พืชได้รับแสงมีผลต่อการสังเกราะห์ด้วยแสง (3) แก๊สคาร์บอนใดออกไซค์และความชื้นไม่จำเป็นต่อการสังเคราะห์ด้วยแสง (4) แก๊สออกซิเจนเป็นผลผลิตจากการสังเคราะห์ด้วยแสง,(4) แก๊สออกซิเจนเป็นผลผลิตจากการสังเคราะห์ด้วยแสง,TRUE,TRUE,TRUE,
2021,4,รูปภาคตัดขวางของต้นพืช จากรูป ส่วนใดของพืชที่ทำหน้าที่ในการลำลียงน้ำ และมีทิศทางการลำเลียงในต้นพืชอย่างไร,(1) A มีทิศทางการลำเลียงจากด้านบนลงล่าง (2) B มีทิศทางการลำเลียงจากด้านบนลงล่าง (3) C มีทิศทางการลำเลียงจากด้านล่างขึ้นบน (4) D มีทิศทางการลำเลียงจากด้านล่างขึ้นบน,(3) C มีทิศทางการลำเลียงจากด้านล่างขึ้นบน,TRUE,TRUE,TRUE,
2021,5,จากรูปแสดงเส้นทางการหมุนเวียนเลือดผ่านหัวใจ ข้อใดกล่าวถูกต้อง ก. เลือดที่มีออกชิจนต่ำข้าสู่หัวใจห้อง A ผ่านหกอดเลือดเอออร์ตา ข. หัวใจห้อง C บีบตัวดันเลือดออกไปยังหลอดเลือดอาร์เทอรี่ไปยัง D ค. หัวใจห้อง B บีบตัวดันเลือดไหลสู่หลอดเลือดอาร์เทอรีไปยัง E ง. หัวใจห้อง D บีบตัวดันเลือดที่มีออกซิเจนสูงไหลสู่หลอดเลือดเอออร์ดาไปยัง F,(1) ก และ ข (2) ก และค (3) ข และง (4) ค และ ง,(4) ค และ ง,TRUE,TRUE,TRUE,
2021,6,ข้อใดกล่าวไม่ถูกต้อง เกี่ยวกับระบบสืบพันธุ์หญิง,(1) รอบของการมีประจำเดือนปกติของผู้หญิงประมาณ 28 วัน (2) ปกติช่วงของการมีประจำเดือนประมาณ 5-10 วัน (3) ประจำเดือนคือมนังมดถูกค้านในและหลอดเลือดที่สลายตัว (4) ไข่ที่สุกเต็มที่จะถูกขับออกจากรังไข่ข้างใดข้างหนึ่งสลับกันรอบเดือนละ 1 ใบ,(2) ปกติช่วงของการมีประจำเดือนประมาณ 5-10 วัน,TRUE,TRUE,TRUE,
2021,7,ในการพิจารณาจีโนไทป์ของคู่แต่งานเพื่อหาความเสี่ยงของการเกิดโรคทางพันธุกรรม หากชายเป็นโรคธาลัสซีเมีย แต่งงานกับหญิงซึ่งป็นพาหะของโรคธาลัสซีเมีย ข้อใดกล่าวถูกต้อง,(1) โอกาสที่ลูกเป็นโรคราลัสซีเมียเท่ากับร้อยละ 25 (2) โอกาสที่ลูกเป็นพาหะของโรคธาลัสซีเมียเท่ากับร้อยละ 50 (3) โอกาสที่ลูกปกติไม่เป็นโรคธาลัสซีเมียเท่ากับร้อยละ 25 (4) โอกาสที่ลูกปกติไม่เป็นโรคธาลัสซีเมียเท่ากับร้อยละ 5,(2) โอกาสที่ลูกเป็นพาหะของโรคธาลัสซีเมียเท่ากับร้อยละ 50,TRUE,TRUE,TRUE,
2021,8,นักวิจัยพัฒนาวักชีนป้องกันโรคชนิดหนึ่ง ด้วยการนำชื้อไวรักที่ทำให้อ่อนฤทธิ์ (ไม่ทำให้ป่วย) เพื่อใช้เป็นพาทะโดยการนำสารพันธุกรรมของเชื้อไวรัสซาร์ส-โควี-2 (SARS-COV-2) ใส่เข้าไป แล้วนำมาฉีดเข้าสู่ร่างกายมนุษย์เพื่อสร้างภูมิคุ้มกันต่อโรคดังกล่าว กระบวนการพัฒนาวัคซีนข้างต้นใช้ความรู้ในเรื่องใด,(1) การโคลน (Cloning) (2) การเพาะเลี้ยงเนื้อเยื่อ (Tissue culturc) (3) การทำแผนที่ยีน (Gene mapping) (4) พันธุวิศวกรรม (Genetic engincering),(4) พันธุวิศวกรรม (Genetic engincering),TRUE,TRUE,TRUE,
2021,9,"""กลุ่มธาตุหายาก หรือ ธาตุแรร์เอิร์ธ (Rare Earth Element, REE) ถูกกำหนดขึ้นโดยสหภาพเคมีบริสุทธิ์และเคมีประยุกต์ระหว่างประทศ (International Union of Pure and Applied Chemistry, IUPAC) มีลักษณะทางกายภาพเป็นสีเงิน มันวาว นำไฟฟ้าได้พบได้จำนวนน้อยมากอย่างกระจัดกระจายและหายาก ทำให้ต้องใช้เทคโนโลยีขั้นสูงในการถลุง จึงทำให้ตดุแรร์เอิร์ธ ราคาสูงและเป็นที่ต้องการอย่างมาก เพราะสามารถใช้เป็นส่วนประกอบในการผลิตอุปกรณ์อิเล็กทรอนิกส์ต่าง ๆ เช่น ชิปคอมพิวเตอร์ ชิปโทรศัพท์ แบตเตอรี่ เผ่นดีวีดี กล้องถ่ายรูป โทรทัศน์ เตาไมโครเวฟ อุปกรณ์แก้วนำแสง เครื่องยนต์ของเครื่องบิน อุตสาหกรรมพลังงาน รวมถึงอาวุธต่าง ๆ อีกมากมาย"" จากข้อมูลข้างต้น กลุ่มธาตุแรร์เอิร์ธ จัดอยู่ในประเภทใด",(1) โลหะ (2) อโลหะ (3) กึ่งโลหะ (4) ธาตุมีตระกูล,(1)โลหะ,TRUE,TRUE,TRUE,
2021,10,นักเรียนกับเพื่อนกำลังศึกษาการเปลี่ยนสถานะของสสารที่ขึ้นอยู่กับความร้อน โดยมีลำดับการเปลี่ยนแปลงสถานะของสาร ดังแบบจำลองต่อไปนี้ เมื่อกำหนดให้ แทนปริมาณค่าความร้อน จากน้อยไปมากตามลำดับ ข้อใดแสดงลำดับค่าความร้อน ที่ให้ไปในปีกเกอร์เมื่อเวลาผ่านไปที่สอดคล้องกับลำดับการเปลี่ยนสถานะของสสารจาก A -> B -> C,,,FALSE,TRUE,TRUE,Understanding Picture is required.
2021,11,การตรวจเพื่อคัดกรองการติดเชื้อไวรัส โควิด-19 ด้วยชุดตรวจ ATK มีขั้นตอนโดยสรุปคือ 1. ใช้ก้านสำลีสอดเข้าโพรงจมูก 2. จุ่มสำลีกับสารละลาย 3. หยดสารละลายที่ได้ลงจุด S ในชุดทดสอบดังภาพ 4. รอ 15 นาทีเพื่อดูผล เมื่อสารละลายเคลื่อนที่บนแผ่นเมมเบรนในชุดทดสอบที่วางแรวราบจากซ้ายไปขวาจนปรากฎสีขึ้นที่แถบ C ทั้งนี้หากสารตัวอย่างมีสารที่แสดงการติดเชื้อโควิด-19 จะปรากฎสีบนแถบ T ด้วย ดังภาพ การทำงานของชุดคัดกรองนี้ ส่วนหนึ่งใช้หลักการพื้นฐานของโครมาโทกราฟีเหตุผลในข้อใด ใช้สนับสนุนหลักการทำงานพื้นฐานของโครมาโทกราฟีได้ถูกต้องที่สุด,(1) สารละลายในชุดทดสอบเคลื่อนที่จากด้านล่างขึ้นด้านบนเหมือนที่เคยเรียนมา (2) ชุดทดสอบมีรูปร่างที่คล้ายกับแผ่นกระดาษที่ใช้ทดสอบโครมาโทกราฟี (3) ชุดทดสอบประกอบด้วย ลารละลายที่เคลื่อนที่ได้ ตัวดูดขับ และผลการทดสอบมีแถบสีปรากฏบนตัวดูดซับ (4) มีการเคลื่อนที่ของแถบสีจากจุด S ไปจุด I และ จุด C ดามลำดับ,(3) ชุดทดสอบประกอบด้วย ลารละลายที่เคลื่อนที่ได้ ตัวดูดขับ และผลการทดสอบมีแถบสีปรากฏบนตัวดูดซับ,FALSE,TRUE,TRUE,Understanding Picture is required.
